,Unnamed: 0,text,line,start_pos,end_pos,file,class,Y,Predicted_Values
1283,284,"['the', 'nrc', 'determined', 'that', 'the', 'licensee', 'had', 'identified', 'in', 'november', 'potential', 'inaccuracy', 'in', 'the', 'electronic', 'dose', 'calculation', 'program', 'radiological', 'assessment', 'and', 'as', 'of', 'november', 'had', 'not', 'evaluated', 'or', 'corrected', 'the']",145.0,638.0,890.0,ML14041A484.txt,0.0,N,U
1285,286,"['condition', 'report', 'documented', 'potential', 'inaccuracy', 'in', 'edcp', 'calculations', 'using', 'the', 'main', 'vent', 'stack', 'radiation', 'monitor', 'that', 'was', 'identified', 'during', 'an', 'exercise', 'conducted', 'november']",145.0,1226.0,1418.0,ML14041A484.txt,1.0,U,N
1300,301,"['the', 'inspectors', 'performed', 'an', 'review', 'of', 'the', 'preliminary', 'exercise', 'scenario', 'to', 'determine', 'whether', 'the', 'scenario', 'would', 'acceptably', 'test', 'the', 'major', 'elements', 'of', 'the', 'emergency', 'plan', 'and', 'provided', 'opportunities', 'to', 'demonstrate', 'the', 'key', 'emergency', 'response', 'organization']",149.0,489.0,768.0,ML14041A484.txt,0.0,U,N
1303,304,[],149.0,807.0,809.0,ML14041A484.txt,0.0,U,U
1307,308,"['these', 'activities', 'constituted', 'verification', 'of', 'the', 'safety', 'system', 'functional', 'failures', 'performance', 'indicator', 'for', 'wolf', 'as', 'defined', 'in', 'inspection', 'procedure']",149.0,1639.0,1804.0,ML14041A484.txt,0.0,U,N
1310,311,[],153.0,0.0,6.0,ML14041A484.txt,0.0,U,U
1325,326,"['nuclear', 'energy', 'institute']",167.0,0.0,35.0,ML14041A484.txt,0.0,U,U
1328,329,"['these', 'activities', 'constitute', 'completion', 'of', 'the', 'performance', 'sample', 'as', 'defined', 'in', 'inspection', 'procedure']",167.0,468.0,595.0,ML14041A484.txt,0.0,U,U
1333,334,"['the', 'inspectors', 'reviewed', 'the', 'records', 'associated', 'with', 'the', 'performance', 'indicator', 'to', 'verify', 'that', 'the', 'licensee', 'accurately', 'reported', 'the', 'indicator', 'in', 'accordance', 'with', 'relevant', 'procedures', 'and', 'the', 'nuclear', 'energy', 'institute']",167.0,1118.0,1350.0,ML14041A484.txt,0.0,U,N
1351,352,"['the', 'inspectors', 'verified', 'that', 'the', 'licensee', 'developed', 'and', 'implemented', 'corrective', 'actions', 'commensurate', 'with', 'the', 'significance', 'of', 'the', 'problems']",171.0,1071.0,1220.0,ML14041A484.txt,0.0,U,N
1352,353,"['the', 'inspectors', 'also', 'reviewed', 'the', 'problem', 'identification', 'and', 'resolution', 'activities', 'during', 'the', 'performance', 'of', 'the', 'other', 'inspection', 'activities', 'documented', 'in', 'this']",171.0,1220.0,1397.0,ML14041A484.txt,1.0,U,N
1356,357,"['semiannual', 'trend', 'review', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'corrective', 'action', 'performance', 'system', 'health', 'division', 'and', 'station', 'roll', 'up', 'and', 'other', 'documentation', 'to', 'identify', 'trends', 'that', 'might', 'indicate', 'the', 'existence', 'of', 'more', 'significant', 'safety']",171.0,1441.0,1745.0,ML14041A484.txt,0.0,U,N
1360,361,[],175.0,0.0,3.0,ML14041A484.txt,0.0,U,U
1373,374,"['troubleshooting', 'determined', 'that', 'the', 'cause', 'of', 'the', 'event', 'was', 'failed', 'charcoal']",183.0,1273.0,1357.0,ML14041A484.txt,0.0,U,U
1375,376,"['the', 'end', 'of', 'the', 'filter', 'partially', 'introducing', 'debris', 'into', 'the', 'process']",183.0,1450.0,1541.0,ML14041A484.txt,0.0,U,U
1401,402,"['the', 'pressure', 'switch', 'was', 'replaced', 'and', 'the', 'unit', 'was', 'restarted', 'on', 'october']",187.0,2940.0,3020.0,ML14041A484.txt,0.0,U,U
1405,406,"['causing', 'partial', 'flow', 'restriction', 'at', 'the', 'thermal', 'expansion']",191.0,0.0,66.0,ML14041A484.txt,0.0,U,U
1408,409,"['specifically', 'station', 'procedure', 'ap', 'system', 'revision', 'step', 'requires', 'that', 'the', 'system', 'cleanliness', 'shall', 'be', 'evaluated', 'by', 'examining', 'or', 'finer', 'installed', 'on', 'the', 'outlet', 'of', 'the', 'cleaning']",191.0,369.0,621.0,ML14041A484.txt,0.0,U,N
1415,416,"['using', 'the', 'inspection', 'manual', 'chapter', 'appendix', 'exhibit', 'systems', 'screening', 'the', 'inspectors', 'determined', 'the', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'because', 'the', 'finding', 'did', 'not', 'represent', 'an', 'actual', 'loss', 'of', 'function', 'of', 'at', 'least', 'single', 'train', 'for', 'greater', 'than', 'its', 'technical', 'specification', 'allowed', 'outage', 'time', 'and', 'the', 'finding', 'did', 'not', 'represent', 'an', 'actual', 'loss', 'of', 'function', 'of', 'one', 'or', 'more', 'specification', 'trains', 'of', 'equipment', 'designated', 'as', 'high', 'safety', 'significant', 'in', 'accordance', 'with', 'the', 'maintenance', 'rule', 'program', 'for', 'greater', 'than']",191.0,1518.0,2111.0,ML14041A484.txt,0.0,U,N
1422,423,"['contrary', 'to', 'the', 'between', 'september', 'and', 'october', 'the', 'licensee', 'failed', 'to', 'preclude', 'repetition', 'of', 'significant', 'condition', 'adverse', 'to']",191.0,3079.0,3234.0,ML14041A484.txt,0.0,N,N
1424,425,"['because', 'the', 'violation', 'was', 'of', 'very', 'low', 'safety', 'significance', 'and', 'was', 'entered', 'into', 'the', 'corrective', 'action', 'program', 'as', 'condition', 'report', 'it', 'is', 'being', 'treated']",191.0,3438.0,3612.0,ML14041A484.txt,0.0,U,N
1427,428,"['of', 'events', 'and', 'notices', 'of', 'enforcement', 'discretion', 'licensee', 'event', 'report', 'calculation', 'assumptions', 'lead', 'to', 'inadequate', 'resulting', 'in', 'lco', 'entry', 'due', 'to', 'class', 'electrical', 'equipment', 'air', 'conditioning', 'unit', 'the', 'cause', 'of', 'this', 'event', 'and', 'the', 'resulting', 'corrective', 'actions', 'were']",195.0,239.0,598.0,ML14041A484.txt,0.0,U,N
1442,443,[],197.0,0.0,6.0,ML14041A484.txt,0.0,U,U
1456,457,"['the', 'scope', 'of', 'that', 'inspection', 'as', 'well', 'as', 'associated', 'findings', 'are', 'documented', 'is', 'section', 'of', 'this']",199.0,1739.0,1847.0,ML14041A484.txt,1.0,U,N
1458,459,"['some', 'of', 'the', 'information', 'used', 'to', 'make', 'this', 'although', 'complete', 'and', 'accurate', 'to', 'the', 'best', 'of', 'the', 'knowledge', 'at', 'the', 'was', 'not', 'in', 'fact']",199.0,1961.0,2121.0,ML14041A484.txt,0.0,N,N
1461,462,"['violation', 'was', 'identified', 'for', 'the', 'cause', 'of', 'the', 'chiller', 'failure', 'that', 'led', 'to', 'the', 'request', 'for', 'the', 'noed', 'and', 'is', 'documented', 'in', 'section', 'of', 'this']",199.0,2436.0,2586.0,ML14041A484.txt,0.0,U,N
1464,465,"['these', 'activities', 'constitute', 'completion', 'of', 'five', 'event', 'as', 'defined', 'in', 'inspection', 'procedure']",203.0,0.0,114.0,ML14041A484.txt,0.0,U,U
1466,467,"['the', 'two', 'operators', 'were', 'unable', 'to', 'complete', 'their', 'rr', 'prior', 'to', 'completion', 'of', 'the', 'biennial', 'cycle', 'that', 'ended', 'in', 'the', 'nrc', 'was', 'unable', 'to', 'complete', 'the', 'assessment', 'of', 'that', 'aspect', 'of', 'the', 'requalification', 'program', 'in', 'accordance', 'with', 'inspection', 'procedure']",203.0,424.0,700.0,ML14041A484.txt,0.0,N,N
1476,477,"['the', 'inspector', 'asked', 'the', 'licensee', 'whether', 'any', 'materials', 'examined', 'during', 'the', 'inspection', 'should', 'be', 'considered']",207.0,521.0,640.0,ML14041A484.txt,0.0,U,U
1481,482,"['no', 'proprietary', 'information', 'was']",207.0,1089.0,1131.0,ML14041A484.txt,0.0,U,U
1485,486,"['the', 'licensee', 'acknowledged', 'the', 'issues']",207.0,1506.0,1553.0,ML14041A484.txt,0.0,U,U
1498,499,['ler'],221.0,0.0,3.0,ML14041A484.txt,0.0,U,U
1502,503,[],229.0,0.0,3.0,ML14041A484.txt,0.0,U,U
1508,509,"['drawings', 'number', 'sht', 'title', 'revision']",241.0,0.0,50.0,ML14041A484.txt,0.0,U,U
1514,515,[],253.0,0.0,11.0,ML14041A484.txt,0.0,U,U
1515,516,[],255.0,0.0,11.0,ML14041A484.txt,0.0,U,U
1516,517,[],257.0,0.0,11.0,ML14041A484.txt,0.0,U,U
1522,523,"['thermal', 'performance', 'calculation', 'thermal', 'performance', 'calculation', 'thermal', 'performance', 'calculation', 'heat', 'exchanger', 'tube', 'sheet', 'map', 'diesel', 'generator', 'intercooler', 'heat', 'exchanger', 'tube', 'sheet', 'map', 'diesel', 'generator', 'jacket', 'water', 'heat', 'exchanger']",269.0,0.0,278.0,ML14041A484.txt,0.0,U,U
1525,526,"['calculations', 'number', 'vendor', 'document', 'number', 'title', 'instruction', 'manual', 'for', 'edg', 'heat', 'exchangers', 'operation', 'and', 'maintenance', 'instruction', 'manual', 'revision', 'title', 'performance', 'calculations', 'curves', 'performance', 'calculations', 'curves', 'revision']",275.0,0.0,321.0,ML14041A484.txt,0.0,U,N
1529,530,"['section', 'licensed', 'operator', 'requalification', 'program', 'and', 'licensed', 'operator', 'performance']",283.0,0.0,89.0,ML14041A484.txt,0.0,U,U
1536,537,[],297.0,0.0,41.0,ML14041A484.txt,0.0,U,U
1539,540,[],303.0,0.0,41.0,ML14041A484.txt,0.0,U,U
1547,548,"['condition', 'reports']",319.0,0.0,29.0,ML14041A484.txt,0.0,U,U
1549,550,"['weekly', 'risk', 'assessments', 'number', 'week', 'week', 'week', 'title', 'weekly', 'risk', 'report', 'weekly', 'risk', 'report', 'weekly', 'risk', 'report', 'date', 'november', 'november', 'december', 'date', 'november', 'november', 'december']",323.0,0.0,282.0,ML14041A484.txt,1.0,U,U
1551,552,"['condition', 'reports', 'operability', 'evaluation', 'number', 'oe', 'title']",327.0,0.0,78.0,ML14041A484.txt,0.0,U,U
1554,555,[],333.0,0.0,5.0,ML14041A484.txt,0.0,U,U
1556,557,"['auxiliary', 'feedwater', 'pump', 'turbine', 'casing', 'steam', 'leak']",337.0,0.0,56.0,ML14041A484.txt,0.0,U,U
1565,566,"['calculations', 'number', 'title', 'revision', 'class', 'electrical', 'equipment', 'rooms', 'single', 'unit', 'operation', 'capability', 'class', 'electrical', 'equipment', 'rooms', 'single', 'unit', 'operation', 'capability']",355.0,0.0,232.0,ML14041A484.txt,0.0,U,U
1568,569,"['section', 'testing', 'procedures', 'number', 'sts', 'sts', 'mge', 'cnt', 'ap', 'work', 'orders', 'foreign', 'material', 'exclusion', 'title', 'channel', 'calibration', 'wide', 'range', 'temperature', 'and', 'wide', 'range', 'pressure', 'instrumentation', 'protection', 'set', 'one', 'channel', 'calibration', 'wide', 'range', 'temperature', 'and', 'wide', 'range', 'pressure', 'instrumentation', 'protection', 'set', 'two', 'wiring', 'termination', 'and', 'installation', 'revision']",361.0,0.0,454.0,ML14041A484.txt,1.0,U,N
1570,571,[],365.0,0.0,27.0,ML14041A484.txt,0.0,U,U
1571,572,"['section', 'surveillance', 'testing', 'procedures', 'number', 'sts', 'sts', 'sts', 'stn', 'stn', 'drawing', 'number', 'title', 'piping', 'isometric', 'motor', 'driven', 'aus', 'feedwater', 'pump', 'discharge', 'piping', 'revision', 'title', 'rcs', 'water', 'inventory', 'balance', 'using', 'the', 'npis', 'computer', 'power', 'range', 'adjustment', 'to', 'calorimetric', 'mdafw', 'pump', 'inservice', 'pump', 'test', 'transient', 'event', 'walkdown', 'channel', 'calibration', 'pressurizer', 'relief', 'discharge', 'temperature', 'revision']",367.0,0.0,459.0,ML14041A484.txt,0.0,U,N
1572,573,"['condition', 'reports']",369.0,0.0,30.0,ML14041A484.txt,0.0,U,U
1573,574,[],371.0,0.0,4.0,ML14041A484.txt,0.0,U,U
1576,577,"['followup', 'assessment', 'and', 'march', 'march', 'event', 'followup', 'assessment', 'and', 'april', 'event', 'march']",377.0,0.0,136.0,ML14041A484.txt,1.0,U,U
1584,585,['number'],393.0,0.0,7.0,ML14041A484.txt,0.0,U,U
1588,589,"['edcp', 'issues', 'documented', 'in', 'cr', 'and', 'cr', 'weekly', 'chemistry', 'continuing', 'training', 'cycle', 'april', 'to', 'may', 'weekly', 'chemistry', 'continuing', 'training', 'cycle', 'july', 'to', 'august']",401.0,0.0,216.0,ML14041A484.txt,0.0,U,U
1589,590,"['condition', 'reports', 'action']",403.0,0.0,189.0,ML14041A484.txt,0.0,U,U
1593,594,"['wolf', 'creek', 'station', 'radiological', 'emergency', 'response', 'plan']",411.0,0.0,58.0,ML14041A484.txt,0.0,U,U
1595,596,"['section', 'problem', 'identification', 'and', 'resolution', 'procedures', 'number', 'ai', 'ap', 'ap', 'title', 'screening', 'condition', 'reports', 'system', 'cleanliness', 'condition', 'reports', 'revision']",415.0,0.0,209.0,ML14041A484.txt,0.0,U,U
1600,601,[],425.0,0.0,27.0,ML14041A484.txt,0.0,U,U
1607,608,[],439.0,0.0,4.0,ML14041A484.txt,0.0,U,U
2012,14,['snc'],5.0,0.0,4.0,ML12027A131.txt,0.0,U,U
2016,18,"['james', 'chief', 'reactor', 'projects', 'branch', 'division', 'of', 'reactor', 'projects', 'docket']",9.0,463.0,568.0,ML12027A131.txt,0.0,U,U
2017,19,['license'],9.0,568.0,601.0,ML12027A131.txt,1.0,U,U
2024,26,['license'],15.0,577.0,610.0,ML12027A131.txt,1.0,U,U
2035,37,['yes'],33.0,0.0,3.0,ML12027A131.txt,0.0,U,U
2038,40,['no'],39.0,0.0,2.0,ML12027A131.txt,0.0,U,U
2039,41,['yes'],41.0,0.0,3.0,ML12027A131.txt,0.0,U,U
2045,47,"['vogtle', 'electric', 'generating', 'plant', 'electronic', 'mail', 'distribution', 'ajluni', 'nuclear', 'licensing', 'director', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'sandra', 'manager', 'nuclear', 'response', 'and', 'emergency', 'environmental', 'surveillance', 'bureau', 'of', 'land', 'and', 'waste', 'management', 'department', 'of', 'health', 'and', 'environmental', 'control', 'electronic', 'mail', 'distribution', 'honeycutt', 'regulatory', 'response', 'supervisor', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'danny', 'bost', 'chief', 'nuclear', 'officer', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'bradley', 'adams', 'vice', 'president', 'fleet', 'operations', 'support', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'baker', 'licensing', 'supervisor', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'anners', 'licensing', 'engineer', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'stringfellow', 'licensing', 'manager', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'paula', 'marino', 'vice', 'president', 'engineering', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'bob', 'masse', 'resident', 'manager', 'vogtle', 'electric', 'generating', 'plant', 'oglethorpe', 'power', 'corporation', 'electronic', 'mail', 'distribution', 'moanica', 'caston', 'vice', 'president', 'and', 'general', 'counsel', 'southern', 'nuclear', 'operating', 'electronic', 'mail', 'distribution', 'swanson', 'site', 'support', 'manager', 'vogtle', 'electric', 'generating', 'plant', 'electronic', 'mail', 'distribution', 'chris', 'clark', 'commissioner', 'georgia', 'department', 'of', 'natural', 'resources', 'electronic', 'mail', 'distribution', 'lee', 'foley', 'manager', 'of', 'contracts', 'generation', 'oglethorpe', 'power', 'corporation', 'electronic', 'mail', 'distribution', 'next']",49.0,260.0,1955.0,ML12027A131.txt,1.0,U,U
2054,56,[],63.0,0.0,14.0,ML12027A131.txt,0.0,U,U
2060,62,['and'],71.0,0.0,37.0,ML12027A131.txt,0.0,U,U
2075,77,"['the', 'report', 'covered', 'period', 'of', 'inspection', 'by', 'the', 'resident', 'three', 'senior', 'operations', 'senior', 'reactor', 'and', 'project']",99.0,179.0,346.0,ML12027A131.txt,0.0,U,U
2082,84,"['the', 'licensee', 'performed', 'an', 'engineering', 'evaluation', 'and', 'assessment', 'to', 'ensure', 'the', 'pump', 'was', 'not', 'damaged', 'as', 'result', 'of', 'running', 'the', 'pump', 'with', 'the', 'suction', 'valves']",99.0,1490.0,1652.0,ML12027A131.txt,0.0,U,N
2100,102,"['the', 'unit', 'was', 'restarted', 'on', 'october', 'and', 'attained', 'full', 'rtp', 'power', 'on', 'october']",103.0,208.0,287.0,ML12027A131.txt,0.0,U,U
2102,104,[],103.0,370.0,372.0,ML12027A131.txt,0.0,U,U
2104,106,"['inspection', 'scope', 'seasonal', 'readiness', 'the', 'inspectors', 'performed', 'walkdown', 'of', 'the', 'following', 'two', 'systems', 'to', 'verify', 'they', 'would', 'remain', 'functional', 'during', 'low', 'temperature']",103.0,492.0,674.0,ML12027A131.txt,1.0,U,N
2106,108,"['the', 'inspectors', 'reviewed', 'compensatory', 'actions', 'to', 'verify', 'they', 'were', 'implemented', 'for', 'degraded', 'or', 'inoperable', 'heat', 'trace', 'and', 'freeze', 'protection']",103.0,884.0,1031.0,ML12027A131.txt,0.0,U,N
2110,112,"['impending', 'adverse', 'weather', 'condition', 'on', 'november', 'the', 'inspectors', 'reviewed', 'licensee', 'procedure', 'and', 'cold', 'weather', 'to', 'verify', 'the', 'licensee', 'had', 'implemented', 'actions', 'to', 'prepare', 'the', 'plant', 'site', 'for', 'predicted', 'severe', 'weather', 'conditions', 'of']",105.0,0.0,288.0,ML12027A131.txt,0.0,U,N
2112,114,[],105.0,449.0,451.0,ML12027A131.txt,0.0,U,U
2114,116,"['equipment', 'alignment']",107.0,0.0,30.0,ML12027A131.txt,0.0,U,U
2133,135,[],116.0,0.0,1.0,ML12027A131.txt,0.0,U,U
2138,140,"['the', 'inspectors', 'reviewed', 'selected', 'licensee', 'alarm', 'response', 'procedures', 'to', 'verify', 'alarm', 'setpoints', 'and', 'setpoints', 'for', 'sump', 'pump', 'operation', 'were', 'consistent', 'with', 'the', 'the', 'setpoint', 'and', 'technical', 'specifications']",120.0,404.0,623.0,ML12027A131.txt,0.0,U,N
2139,141,"['unit', 'centrifugal', 'charging', 'pump', 'rooms']",120.0,623.0,663.0,ML12027A131.txt,0.0,U,U
2141,143,"['inspectors', 'also', 'verified', 'splices', 'and', 'cable', 'support', 'systems', 'were']",122.0,215.0,286.0,ML12027A131.txt,0.0,U,U
2143,145,"['in', 'cases', 'where', 'no', 'dewatering', 'device', 'was', 'inspectors', 'determined', 'if', 'drainage', 'was', 'provided', 'and']",122.0,395.0,508.0,ML12027A131.txt,0.0,U,U
2145,147,[],124.0,0.0,2.0,ML12027A131.txt,0.0,U,U
2151,153,"['documents', 'reviewed', 'are', 'listed', 'in', 'the']",126.0,204.0,252.0,ML12027A131.txt,0.0,U,U
2155,157,"['the', 'scenario', 'begins', 'at', 'solid', 'state', 'protection', 'system', 'processor', 'followed', 'by', 'seismic', 'event', 'which', 'caused', 'circulating', 'water', 'pump', 'to', 'turbine', 'plant', 'cooling', 'water', 'pump', 'to', 'trip', 'and', 'subsequent', 'loss', 'of', 'condenser']",126.0,550.0,797.0,ML12027A131.txt,0.0,U,N
2167,169,"['findings', 'no', 'findings', 'were']",134.0,191.0,228.0,ML12027A131.txt,0.0,U,U
2180,182,[],136.0,0.0,18.0,ML12027A131.txt,0.0,U,U
2183,185,"['other', 'documents', 'reviewed', 'during', 'these', 'inspections', 'included', 'control', 'room', 'system', 'health', 'the', 'maintenance', 'rule', 'and', 'maintenance', 'work']",136.0,444.0,604.0,ML12027A131.txt,0.0,U,U
2185,187,"['system', 'safety', 'features', 'sequencer', 'system', 'return', 'to']",136.0,777.0,851.0,ML12027A131.txt,0.0,U,U
2200,202,"['unit', 'nscw', 'maintenance', 'outage', 'concurrent', 'with', 'edg', 'out', 'of', 'service', 'due', 'to', 'load', 'failure']",140.0,8.0,102.0,ML12027A131.txt,0.0,U,U
2205,207,"['cr', 'and', 'te', 'unit', 'residual', 'heat', 'removal', 'pump', 'vibrations', 'in', 'the', 'range', 'during', 'full', 'flow', 'testing', 'cr', 'and', 'te', 'loop', 'reactor', 'coolant', 'system', 'alternate', 'charging', 'inlet', 'check', 'valve', 'leaking', 'cr', 'and', 'te', 'tdafw', 'pump', 'manually', 'tripped', 'during', 'ist', 'run', 'cr', 'and', 'ido', 'for', 'cr', 'gas', 'void', 'discovered', 'at', 'common', 'suction', 'line', 'of', 'the', 'unit', 'centrifugal', 'charging', 'pumps', 'cr', 'and', 'te', 'unit', 'edg', 'load', 'increase', 'with', 'no', 'operator', 'demand']",144.0,427.0,952.0,ML12027A131.txt,0.0,U,U
2211,213,"['this', 'dcp', 'replaces', 'the', 'original', 'modulating', 'target', 'rock', 'valve', 'with', 'target', 'rock']",148.0,800.0,890.0,ML12027A131.txt,0.0,U,U
2215,217,"['verified', 'that', 'plant', 'risk', 'was', 'not', 'increased', 'unnecessarily', 'during', 'implementation', 'of', 'the']",150.0,0.0,103.0,ML12027A131.txt,0.0,U,U
2216,218,[],150.0,103.0,105.0,ML12027A131.txt,0.0,U,U
2217,219,"['findings', 'no', 'findings', 'were']",150.0,105.0,142.0,ML12027A131.txt,0.0,U,U
2219,221,"['inspection', 'scope', 'the', 'inspectors', 'either', 'observed', 'testing', 'or', 'reviewed', 'the', 'test', 'results', 'for', 'the', 'following', 'six', 'maintenance', 'activities', 'to', 'verify', 'that', 'the', 'testing', 'met', 'the', 'requirements', 'of', 'procedure', 'work', 'order', 'functional', 'for', 'ensuring', 'equipment', 'operability', 'and', 'functional', 'capability', 'was']",150.0,174.0,494.0,ML12027A131.txt,0.0,U,N
2225,227,"['nscw', 'cooling', 'tower', 'fans', 'monthly', 'test', 'mwo', 'unit', 'containment', 'spray', 'suction', 'mov', 'stem']",150.0,1042.0,1154.0,ML12027A131.txt,0.0,U,U
2226,228,"['pmt', 'consisted', 'of', 'performing', 'applicable', 'portions', 'of', 'procedure']",150.0,1154.0,1227.0,ML12027A131.txt,0.0,U,U
2233,235,"['documents', 'reviewed', 'are', 'listed', 'in', 'the']",156.0,560.0,608.0,ML12027A131.txt,0.0,U,U
2242,244,"['battery', 'charger', 'load', 'test']",160.0,610.0,656.0,ML12027A131.txt,0.0,U,U
2257,259,"['step', 'directed', 'the', 'operator', 'to', 'isolate', 'suction', 'which', 'was', 'completed', 'by', 'station', 'operator', 'outside', 'of', 'the', 'control']",162.0,781.0,919.0,ML12027A131.txt,0.0,U,U
2262,264,"['the', 'inspectors', 'determined', 'the', 'finding', 'represents', 'violation', 'of', 'regulatory', 'requirements', 'because', 'it', 'involved', 'improper', 'implementation', 'of', 'procedures', 'which', 'resulted', 'in', 'the', 'inoperability', 'of', 'piece', 'of']",162.0,1419.0,1640.0,ML12027A131.txt,0.0,U,N
2270,272,"['as', 'result', 'of', 'the', 'the', 'tdafw', 'pump', 'was', 'run', 'without', 'suction', 'source', 'for', 'minute', 'seconds', 'and', 'rendered', 'the', 'pump', 'inoperable', 'for', 'approximately']",162.0,2918.0,3080.0,ML12027A131.txt,0.0,U,N
2272,274,"['this', 'finding', 'will', 'be', 'tracked', 'as', 'ncv', 'human', 'performance', 'error', 'results', 'in', 'inoperability', 'of', 'tdafw']",162.0,3304.0,3424.0,ML12027A131.txt,0.0,U,U
2279,281,"['findings', 'no', 'findings', 'were']",164.0,912.0,949.0,ML12027A131.txt,0.0,U,U
2281,283,"['the', 'inspectors', 'accomplished', 'these', 'reviews', 'by', 'either', 'attending', 'daily', 'screening', 'meetings', 'that', 'briefly', 'discussed', 'major', 'or', 'accessing', 'the', 'computerized', 'corrective', 'action', 'database', 'and', 'reviewing']",164.0,1334.0,1542.0,ML12027A131.txt,0.0,U,U
2286,288,"['documents', 'reviewed', 'are', 'listed', 'in', 'the']",164.0,2212.0,2260.0,ML12027A131.txt,0.0,U,U
2296,298,"['corrective', 'actions', 'associated', 'with', 'sample', 'of', 'the', 'issues', 'identified', 'in', 'the', 'trend', 'reports', 'were', 'reviewed', 'for']",168.0,994.0,1122.0,ML12027A131.txt,0.0,U,N
2301,303,"['the', 'cr', 'was', 'initiated', 'due', 'to', 'pass', 'rate', 'expectations', 'for', 'the', 'previous', 'initial', 'license', 'examination', 'not', 'being']",168.0,1507.0,1622.0,ML12027A131.txt,1.0,U,U
2309,311,"['the', 'increase', 'in', 'feedwater', 'flow', 'to', 'resulted', 'in', 'water', 'level', 'on', 'exceeding', 'the', 'nominal', 'trip', 'setpoint']",170.0,757.0,878.0,ML12027A131.txt,0.0,U,U
2313,315,"['no', 'other', 'findings', 'were']",170.0,1239.0,1273.0,ML12027A131.txt,0.0,U,U
2319,321,"['they', 'were', 'considered', 'an', 'integral', 'part', 'of', 'the', 'normal', 'plant', 'status', 'review', 'and', 'inspection']",170.0,1897.0,2015.0,ML12027A131.txt,0.0,U,U
2320,322,[],170.0,2015.0,2017.0,ML12027A131.txt,0.0,U,U
2321,323,"['findings', 'and', 'observations', 'no', 'findings', 'were']",170.0,2017.0,2071.0,ML12027A131.txt,0.0,U,U
2322,324,"['unresolved', 'item', 'control', 'room', 'fire', 'alternate', 'shutdown', 'evaluation', 'does', 'not', 'reflect', 'integrated', 'plant']",170.0,2071.0,2236.0,ML12027A131.txt,0.0,U,U
2335,337,"['after', 'the', 'inspection', 'the', 'licensee', 'developed', 'simulator', 'exercise', 'guide', 'for', 'the', 'purpose', 'of', 'validating', 'the', 'time', 'necessary', 'for', 'an', 'operating', 'crew', 'to', 'perform', 'the', 'steps', 'of', 'procedure', 'in']",174.0,1810.0,2014.0,ML12027A131.txt,0.0,U,N
2339,341,"['inspectors', 'noted', 'that', 'an', 'automatic', 'si', 'actuation', 'would', 'occur', 'in', 'approximately', 'it', 'would', 'take', 'operators', 'approximately', 'minutes', 'to', 'transfer', 'control', 'of', 'the', 'plant', 'from', 'the', 'mcr', 'to', 'the', 'as', 'documented', 'in', 'the']",174.0,2643.0,2875.0,ML12027A131.txt,0.0,U,N
2345,347,"['the', 'inspectors', 'noted', 'that', 'the', 'list', 'of', 'actions', 'contained', 'in', 'vogtle', 'sser', 'did', 'not', 'include', 'throttling', 'afw', 'before', 'evacuating', 'the', 'control']",176.0,349.0,488.0,ML12027A131.txt,0.0,U,N
2351,353,"['the', 'inspectors', 'assessed', 'the', 'noncompliance', 'using', 'nrc', 'inspection', 'manual', 'chapter', 'appendix', 'app']",176.0,1523.0,1635.0,ML12027A131.txt,0.0,U,U
2353,355,"['the', 'significance', 'determination', 'process', 'phase', 'evaluation', 'was', 'performed', 'using', 'the', 'guidance', 'of', 'nrc', 'imc', 'appendix', 'revision', 'and', 'supplement', 'with', 'the', 'use', 'of', 'the', 'nrc', 'vogtle', 'spar']",176.0,1819.0,2028.0,ML12027A131.txt,1.0,U,N
2354,356,"['the', 'major', 'analysis', 'assumptions', 'only', 'main', 'control', 'room', 'fires', 'would', 'require', 'the', 'use', 'of', 'procedure', 'only', 'large', 'mcr', 'fires', 'would', 'require', 'mcr', 'room', 'abandonment', 'without', 'ability', 'to', 'secure', 'afw', 'pumps', 'and', 'throttle', 'flow', 'prior', 'to', 'abandonment', 'failure', 'to', 'promptly', 'throttle', 'afw', 'flow', 'during', 'alternate', 'safe', 'shutdown', 'could', 'result', 'in', 'safety', 'injection', 'actuation', 'and', 'steam', 'generator']",176.0,2028.0,2432.0,ML12027A131.txt,1.0,U,N
