,class,end_pos,file,line,start_pos,text,type,Y,Predicted_Values
473,U,7,ML13308A903.txt,235,0.0,"['ler', 'ler']",0.0,U,U
474,U,1,ML13308A903.txt,237,0.0,[],0.0,U,U
479,U,2149,ML13308A903.txt,241,487.0,"['adverse', 'weather', 'protection', 'wo', 'activities', 'for', 'site', 'revision', 'ir', 'dam', 'flood', 'protection', 'demonstration', 'lessons', 'equipment', 'alignment', 'of', 'standby', 'gas', 'dop', 'standby', 'gas', 'revision', 'of', 'fire', 'protection', 'sheet', 'revision', 'des', 'and', 'diesel', 'fire', 'pump', 'and', 'security', 'diesel', 'starting', 'batteries', 'surveillance', 'and', 'maintenance', 'revision', 'dfps', 'diesel', 'fire', 'pump', 'revision', 'dfps', 'diesel', 'fire', 'pump', 'to', 'standby', 'following', 'revision', 'ir', 'hazard', 'exists', 'dfp', 'exhaust', 'cribhouse', 'roof', 'ir', 'untimely', 'formal', 'communication', 'of', 'drawing', 'diagram', 'isolation', 'condenser', 'make', 'up', 'drawing', 'of', 'isolation', 'condenser', 'piping', 'drawing', 'of', 'isolation', 'condenser', 'piping', 'dop', 'unit', 'isolation', 'condenser', 'system', 'revision', 'dop', 'unit', 'isolation', 'condenser', 'system', 'revision', 'dop', 'unit', 'lpci', 'and', 'ccsw', 'electrical', 'revision', 'dop', 'unit', 'lpci', 'and', 'containment', 'cooling', 'valve', 'revision', 'dop', 'hydraulic', 'control', 'units', 'east', 'row', 'and', 'revision', 'dop', 'control', 'units', 'west', 'row', 'and', 'revision', 'failure', 'analysis', 'of', 'dresden', 'unit', 'sspv', 'automatic', 'valve', 'company', 'serial', 'number', 'and', 'component']",0.0,U,N
481,U,224,ML13308A903.txt,243,0.0,"['fire', 'protection', 'dresden', 'plan', 'fire', 'fz', 'revision', 'calculation', 'revision', 'fire', 'zone', 'ir', 'protection', 'attachment']",0.0,U,N
485,U,1030,ML13308A903.txt,245,1025.0,[],0.0,U,U
486,U,1132,ML13308A903.txt,245,1030.0,"['revision', 'dresden', 'fire', 'fire', 'fz', 'unit', 'switchgear', 'area']",0.0,U,N
488,U,2,ML13308A903.txt,247,0.0,[],0.0,U,U
491,U,742,ML13308A903.txt,251,605.0,"['vertical', 'sketch', 'report', 'number', 'ops', 'policy', 'attachment', 'protected', 'equipment', 'component', 'being', 'sbgt']",0.0,U,U
494,U,2924,ML13308A903.txt,255,2232.0,"['revision', 'wo', 'cond', 'rad', 'monitor', 'downscale', 'dis', 'condenser', 'vent', 'radiation', 'monitor', 'calibration', 'and', 'operational', 'revision', 'change', 'acceptance', 'revision', 'dresden', 'offsite', 'dose', 'calculation', 'manual', 'section', 'condenser', 'vent', 'testing', 'wo', 'diesel', 'fire', 'pump', 'exhaust', 'at', 'the', 'roof', 'ir', 'dfp', 'exhaust', 'pipe', 'ir', 'dfp', 'exhaust', 'pipe', 'on', 'ir', 'dfp', 'smoke', 'from', 'oil', 'soaked', 'lagging', 'near', 'ir', 'be', 'attachment']",0.0,U,U
495,U,2,ML13308A903.txt,257,0.0,[],0.0,U,U
497,U,962,ML13308A903.txt,259,907.0,"['repair', 'of', 'leak', 'on', 'the', 'ccsw']",0.0,U,U
498,U,1484,ML13308A903.txt,259,962.0,"['header', 'piping', 'in', 'rb', 'torus', 'ir', 'conditional', 'release', 'of', 'art', 'for', 'wo', 'ts', 'sbgt', 'charcoal', 'absorber', 'moisture', 'dos', 'system', 'surveillance', 'and', 'ist', 'revision', 'dos', 'of', 'remote', 'position', 'indication', 'for', 'valves', 'included', 'in', 'inservice', 'testing', 'revision', 'dmp', 'gas', 'treatment', 'charcoal', 'filter', 'revision', 'radioiodine', 'test', 'test', 'report']",0.0,U,U
499,U,1503,ML13308A903.txt,259,1484.0,['sample'],0.0,U,U
501,U,1057,ML13308A903.txt,261,0.0,"['outage', 'activities', 'crane', 'and', 'heavy', 'lift', 'inspection', 'calculation', 'reactor', 'pressure', 'vessel', 'head', 'lifting', 'device', 'revision', 'calculation', 'steam', 'separator', 'lifting', 'device', 'calculation', 'revision', 'calculation', 'load', 'drop', 'evaluation', 'in', 'the', 'hatchway', 'of', 'the', 'reactor', 'revision', 'calculation', 'reactor', 'head', 'strongback', 'and', 'moisture', 'separator', 'hook', 'revision', 'calculation', 'load', 'drop', 'evaluation', 'of', 'the', 'reactor', 'shield', 'revision', 'ec', 'eval', 'attachments', 'weights', 'of', 'concrete', 'shield', 'blocks', 'and', 'reactor', 'vessel', 'october', 'drawing', 'reactor', 'head', 'revision', 'drawing', 'dryer', 'separator', 'lifting', 'sheets', 'revision', 'nrc', 'response', 'to', 'backfitting', 'requirements', 'for', 'dresden', 'units', 'and', 'reactor', 'building', 'february', 'dennis', 'zeimann', 'letter', 'to', 'bloger', 'issue', 'of', 'amendments']",0.0,U,N
506,U,3431,ML13308A903.txt,263,587.0,"['and', 'march', 'rigging', 'and', 'lifting', 'revision', 'control', 'of', 'heavy', 'loads', 'revision', 'reactor', 'revision', 'visual', 'inspection', 'and', 'preventive', 'maintenance', 'of', 'unit', 'unit', 'and', 'unit', 'overhead', 'and', 'gantry', 'revision', 'dfp', 'operation', 'of', 'reactor', 'building', 'ton', 'revision', 'dfp', 'movement', 'within', 'the', 'unit', 'reactor', 'revision', 'dfp', 'loading', 'revision', 'load', 'handling', 'of', 'heavy', 'loads', 'and', 'lifting', 'revision', 'dms', 'maintenance', 'department', 'lifting', 'annual', 'revision', 'overhead', 'crane', 'annual', 'electrical', 'revision', 'unit', 'reactor', 'building', 'crane', 'operation', 'in', 'restricted', 'modes', 'revision', 'wo', 'com', 'osha', 'reactor', 'bldg', 'overhead', 'crane', 'july', 'wo', 'pmt', 'cookie', 'limits', 'on', 'november', 'wo', 'rfl', 'pm', 'rx', 'bldg', 'crane', 'load', 'cell', 'unit', 'october', 'wo', 'pre', 'rfl', 'pm', 'insp', 'of', 'maintenance', 'department', 'lifting', 'october', 'wo', 'nde', 'identifies', 'linear', 'indication', 'on', 'the', 'rb', 'main', 'may', 'ir', 'nei', 'initiative', 'on', 'heavy', 'december', 'ir', 'assignment', 'perform', 'review', 'at', 'august', 'ir', 'rb', 'crane', 'pm', 'may', 'ir', 'inconsistent', 'ge', 'documents', 'for', 'steam', 'dryer', 'strongback', 'october', 'ir', 'nos', 'work', 'package', 'not', 'meeting', 'heavy', 'load', 'lift', 'june', 'ir', 'nde', 'identifies', 'linear', 'indications', 'on', 'rb', 'main', 'may', 'ir', 'nos', 'rb', 'overhead', 'crane', 'not', 'load', 'tested', 'at', 'ufsar', 'june', 'ir', 'calculations', 'acceptance', 'june', 'ir', 'head', 'stongback', 'calc', 'june', 'ir', 'restricted', 'mode', 'test', 'for', 'rboc', 'not', 'properly', 'august', 'ir', 'dmp', 'clarification', 'nrc', 'heavy', 'loads', 'august', 'ir', 'strongback', 'calcs', 'nrc', 'heavy', 'loads', 'august', 'ir', 'dfp', 'clarification', 'nrc', 'heavy', 'loads', 'august', 'ir', 'dms', 'clarification', 'nrc', 'heavy', 'loads', 'august', 'ir', 'top', 'outage', 'priority', 'strongback', 'pins', 'nrc', 'heavy', 'august', 'ir', 'clarification', 'nrc', 'heavy', 'loads', 'august', 'ir', 'ufsar', 'compliance', 'question', 'nrc', 'heavy', 'loads', 'august', 'ir', 'dry', 'cask', 'procedure', 'clarification', 'nrc', 'heavy', 'loads', 'august', 'ir', 'rxb', 'crane', 'hook', 'question', 'nrc', 'heavy', 'loads', 'august', 'attachment']",0.0,U,U
507,U,2749,ML13308A903.txt,265,0.0,"['ir', 'ufsar', 'compliance', 'question', 'nrc', 'heavy', 'loads', 'august', 'ir', 'rbx', 'overhead', 'crane', 'limit', 'switch', 'test', 'nrc', 'heavy', 'loads', 'august', 'ir', 'issue', 'nrc', 'heavy', 'loads', 'august', 'surveillance', 'testing', 'wo', 'qtr', 'ts', 'sblc', 'pmp', 'test', 'for', 'inservice', 'testing', 'dos', 'standby', 'liquid', 'control', 'system', 'comprehensive', 'pump', 'test', 'for', 'the', 'inservice', 'testing', 'revision', 'drawing', 'diagram', 'of', 'standby', 'liquid', 'control', 'piping', 'dis', 'isolation', 'condenser', 'line', 'high', 'flow', 'revision', 'ec', 'druck', 'model', 'dpi', 'as', 'suitable', 'replacement', 'for', 'the', 'druck', 'model', 'revision', 'analysis', 'station', 'measurement', 'and', 'test', 'equipment', 'accuracy', 'revision', 'dfps', 'electric', 'equipment', 'room', 'manual', 'cardox', 'revision', 'ec', 'cardox', 'point', 'change', 'for', 'the', 'discharge', 'ir', 'timer', 'found', 'low', 'during', 'performance', 'of', 'dfps', 'ir', 'rev', 'for', 'dfps', 'dssp', 'shutdown', 'procedure', 'control', 'room', 'revision', 'ir', 'sbo', 'engine', 'jacket', 'water', 'cooling', 'bad', 'ir', 'sbo', 'expansion', 'tanks', 'level', 'alarms', 'ir', 'cylinder', 'temperatures', 'low', 'out', 'of', 'ir', 'pressure', 'reading', 'on', 'mcr', 'sbo', 'hmi', 'ir', 'on', 'not', 'working', 'ir', 'sbo', 'alarm', 'locked', 'ir', 'oil', 'leak', 'on', 'radioactive', 'solid', 'waste', 'processing', 'and', 'radioactive', 'material', 'and', 'transportation', 'unit', 'and', 'daw', 'to', 'duratek', 'at', 'bear', 'radioactive', 'class', 'fissile', 'may', 'unit', 'and', 'daw', 'to', 'duratek', 'at', 'bear', 'radioactive', 'class', 'fissile', 'may', 'unit', 'fuel', 'pool', 'to', 'radioactive', 'class', 'fissile', 'june', 'unit', 'and', 'daw', 'to', 'duratek', 'at', 'bear', 'radioactive', 'class', 'fissile', 'may', 'unit', 'and', 'daw', 'to', 'duratek', 'at', 'bear', 'radioactive', 'class', 'fissile', 'may', 'unit', 'fuel', 'pool', 'to', 'radioactive', 'class', 'fissile', 'june', 'various', 'resin', 'samples', 'for', 'part', 'analysis', 'to', 'teledyne', 'brown', 'radioactive', 'class', 'february', 'process', 'control', 'program', 'for', 'radioactive', 'revision']",0.0,U,U
512,U,2,ML13308A903.txt,275,0.0,[],0.0,U,U
513,U,10,ML13308A903.txt,277,0.0,['attachment'],0.0,U,U
516,U,10,ML13308A903.txt,283,0.0,['attachment'],0.0,U,U
519,U,192,ML13308A903.txt,289,0.0,"['component', 'of', 'agencywide', 'documents', 'access', 'and', 'management', 'system', 'accessible', 'from', 'the', 'nrc', 'web', 'site', 'at', 'public', 'electronic', 'reading']",0.0,U,U
521,U,316,ML13308A903.txt,289,289.0,[],0.0,U,U
527,U,14,ML14087A338.txt,0,0.0,[],0.0,U,U
528,U,422,ML14087A338.txt,2,0.0,"['jeremy', 'site', 'vice', 'president', 'arkansas', 'nuclear', 'one', 'entergy', 'sr', 'ar', 'arkansas', 'nuclear', 'unit', 'nrc', 'license', 'renewal', 'inspection', 'report', 'dear', 'on', 'march', 'the', 'nuclear', 'regulatory', 'commission', 'completed', 'site', 'inspection', 'for', 'license', 'renewal', 'at', 'the', 'arkansas', 'nuclear', 'unit']",0.0,U,N
530,U,701,ML14087A338.txt,2,559.0,"['the', 'team', 'discussed', 'the', 'revised', 'inspection', 'results', 'on', 'march', 'with', 'engineering', 'and', 'other', 'members', 'of', 'your']",0.0,U,N
533,U,946,ML14087A338.txt,2,892.0,"['this', 'finding', 'involved', 'violation', 'of', 'nrc']",0.0,U,U
534,U,1064,ML14087A338.txt,2,946.0,"['the', 'nrc', 'is', 'treating', 'this', 'violation', 'as', 'violation', 'consistent', 'with', 'section', 'of', 'the', 'enforcement']",0.0,U,U
537,U,12,ML14087A338.txt,4,0.0,['browning'],0.0,U,U
540,U,568,ML14087A338.txt,8,445.0,"['adams', 'is', 'accessible', 'from', 'the', 'nrc', 'web', 'site', 'at', 'public', 'electronic', 'reading']",0.0,U,U
541,U,796,ML14087A338.txt,8,568.0,"['john', 'acting', 'chief', 'engineering', 'branch', 'division', 'of', 'reactor', 'safety', 'cc', 'supplemental', 'information', 'electronic', 'distribution', 'for', 'arkansas', 'nuclear', 'one']",0.0,U,U
542,U,12,ML14087A338.txt,10,0.0,['browning'],0.0,U,U
543,U,3,ML14087A338.txt,12,0.0,[],0.0,U,U
546,U,283,ML14087A338.txt,16,60.0,"['yes', 'no', 'adams', 'yes', 'no', 'publicly', 'avail', 'yes', 'no', 'sensitive', 'yes', 'no', 'gpick', 'gwerner', 'official', 'record', 'copy', 'sgraves', 'mwilliams']",0.0,U,U
548,U,88,ML14087A338.txt,18,39.0,"['type', 'initials', 'jld', 'jdixon']",0.0,U,U
549,U,30,ML14087A338.txt,20,0.0,['smakor'],0.0,U,U
553,U,55,ML14087A338.txt,28,0.0,[],0.0,U,U
554,U,103,ML14087A338.txt,30,0.0,"['entergy', 'arkansas', 'nuclear', 'unit', 'junction', 'of']",0.0,U,U
555,U,119,ML14087A338.txt,30,103.0,"['west', 'and']",0.0,U,U
556,U,487,ML14087A338.txt,30,119.0,"['south', 'arkansas', 'january', 'to', 'march', 'senior', 'reactor', 'engineering', 'branch', 'senior', 'reactor', 'engineering', 'branch', 'reactor', 'engineering', 'branch', 'reactor', 'engineering', 'branch', 'acting', 'chief', 'engineering', 'branch', 'division', 'of', 'reactor', 'safety']",0.0,U,U
559,U,3,ML14087A338.txt,36,0.0,[],0.0,U,U
562,U,425,ML14087A338.txt,40,298.0,"['one', 'green', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'is', 'documented', 'in', 'this', 'which', 'involved', 'violation', 'of', 'nrc']",0.0,U,U
563,U,620,ML14087A338.txt,40,425.0,"['the', 'significance', 'of', 'inspection', 'findings', 'is', 'indicated', 'by', 'their', 'color', 'or', 'which', 'is', 'determined', 'using', 'inspection', 'manual', 'chapter', 'determination']",0.0,U,U
566,U,1013,ML14087A338.txt,40,835.0,"['the', 'program', 'for', 'overseeing', 'the', 'safe', 'operation', 'of', 'commercial', 'nuclear', 'power', 'reactors', 'is', 'described', 'in', 'oversight', 'revision', 'dated', 'december']",0.0,U,U
567,U,1107,ML14087A338.txt,40,1013.0,"['findings', 'and', 'findings', 'barrier', 'integrity']",0.0,U,U
570,U,1916,ML14087A338.txt,40,1659.0,"['the', 'corrective', 'actions', 'included', 'verifying', 'that', 'the', 'indications', 'did', 'not', 'structurally', 'affect', 'the', 'reactor', 'building', 'in', 'these', 'initiating', 'condition', 'report', 'and', 'scheduling', 'the', 'affected', 'areas', 'for', 'review', 'during', 'the', 'upcoming']",0.0,U,N
572,U,2232,ML14087A338.txt,40,2072.0,"['the', 'team', 'considered', 'the', 'finding', 'more', 'than', 'minor', 'if', 'left', 'the', 'finding', 'would', 'have', 'the', 'potential', 'to', 'lead', 'to', 'more', 'significant', 'safety']",0.0,U,N
576,O,3175,ML14087A338.txt,40,2997.0,"['the', 'licensee', 'did', 'not', 'implement', 'process', 'of', 'and', 'executing', 'work', 'activities', 'such', 'that', 'nuclear', 'safety', 'was', 'the', 'overriding', 'priority']",1.0,N,N
580,U,3,ML14087A338.txt,48,0.0,[],0.0,U,U
581,U,18,ML14087A338.txt,50,0.0,"['report', 'details']",0.0,U,U
585,U,435,ML14087A338.txt,52,331.0,"['the', 'period', 'of', 'extended', 'operation', 'for', 'arkansas', 'nuclear', 'unit', 'begins', 'after', 'midnight', 'on', 'may']",0.0,U,N
587,U,1327,ML14087A338.txt,52,1234.0,"['during', 'this', 'the', 'team', 'reviewed', 'of', 'the', 'commitments', 'and', 'closed']",0.0,U,N
589,U,1581,ML14087A338.txt,52,1508.0,"['the', 'team', 'did', 'not', 'close', 'commitments', 'and']",0.0,U,N
590,U,1704,ML14087A338.txt,52,1581.0,"['the', 'licensee', 'created', 'new', 'commitment', 'to', 'track', 'resolution', 'of', 'the', 'evaluations', 'related', 'to', 'the', 'reactor', 'coolant', 'pump']",0.0,U,N
593,U,2372,ML14087A338.txt,52,1983.0,"['senior', 'project', 'manager', 'in', 'the', 'division', 'of', 'license', 'renewal', 'issued', 'memorandum', 'to', 'file', 'lists', 'for', 'renewed', 'operating', 'license', 'plants', 'with', 'no', 'commitment', 'appendix', 'attached', 'to', 'its', 'rol', 'safety', 'evaluation', 'for', 'use', 'with', 'ip', 'dated', 'march', 'attachment', 'arkansas', 'nuclear', 'unit', 'that', 'documented', 'commitments']",0.0,U,N
594,U,2439,ML14087A338.txt,52,2372.0,"['the', 'team', 'verified', 'that', 'the', 'licensee', 'had', 'captured', 'these']",0.0,U,N
596,U,3,ML14087A338.txt,54,0.0,[],0.0,U,U
598,U,221,ML14087A338.txt,58,0.0,"['new', 'aging', 'management', 'programs', 'inspection', 'scope', 'the', 'team', 'evaluated', 'whether', 'the', 'licensee', 'met', 'the', 'commitments', 'and', 'established', 'aging', 'management', 'programs', 'that', 'effectively', 'implemented', 'activities', 'to', 'control', 'the', 'effects', 'of']",0.0,U,U
600,U,597,ML14087A338.txt,58,372.0,"['the', 'team', 'reviewed', 'supporting', 'documents', 'including', 'implementing', 'work', 'inspection', 'engineering', 'and', 'condition', 'and', 'visually', 'inspected', 'and', 'as']",0.0,U,U
603,U,1030,ML14087A338.txt,58,977.0,"['the', 'team', 'reviewed', 'nine', 'new', 'aging', 'management']",0.0,U,U
605,U,2,ML14087A338.txt,60,0.0,[],0.0,U,U
612,U,855,ML14087A338.txt,64,634.0,"['the', 'team', 'reviewed', 'the', 'results', 'of', 'previous', 'opportunistic', 'system', 'health', 'reports', 'for', 'the', 'buried', 'piping', 'program', 'and', 'the', 'cathodic', 'protection', 'and', 'the', 'corrective', 'action']",0.0,U,U
615,U,1289,ML14087A338.txt,64,1193.0,"['the', 'program', 'encompassed', 'all', 'buried', 'including', 'piping', 'within', 'the', 'scope', 'of', 'license']",0.0,U,U
616,U,1487,ML14087A338.txt,64,1289.0,"['procedure', 'piping', 'and', 'tanks', 'general', 'visual', 'revision', 'provided', 'the', 'acceptance', 'criteria', 'for', 'the', 'inspections', 'of', 'buried', 'piping', 'coated', 'and', 'uncoated']",0.0,U,N
619,U,192,ML14087A338.txt,66,66.0,"['this', 'procedure', 'also', 'provided', 'direction', 'on', 'risk', 'ranking', 'and', 'segmenting', 'piping', 'and', 'inspection', 'priorities', 'and']",0.0,U,U
621,U,485,ML14087A338.txt,66,350.0,"['while', 'reviewing', 'the', 'risk', 'ranking', 'documents', 'the', 'team', 'identified', 'that', 'the', 'licensee', 'had', 'identified', 'several', 'pipe', 'lines', 'as', 'unknown']",0.0,U,U
627,U,1335,ML14087A338.txt,66,1119.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'met', 'commitment', 'to', 'create', 'buried', 'pipe', 'inspection', 'program', 'aging', 'management', 'program', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",0.0,U,N
629,U,1750,ML14087A338.txt,66,1337.0,"['electrical', 'components', 'inspection', 'program', 'the', 'licensee', 'divided', 'the', 'electrical', 'component', 'inspection', 'program', 'aging', 'management', 'program', 'into', 'three', 'independent', 'subprograms', 'that', 'qualified', 'sensitive', 'instrumentation', 'circuits', 'qualified', 'inaccessible', 'cables', 'manholes', 'qualified', 'insulated', 'cables', 'and', 'connections', 'program']",0.0,U,N
630,U,466,ML14087A338.txt,68,0.0,"['the', 'subprograms', 'managed', 'the', 'effects', 'of', 'aging', 'on', 'cables', 'and', 'connectors', 'caused', 'corrosion', 'of', 'connector', 'pins', 'used', 'in', 'change', 'in', 'material', 'properties', 'of', 'connectors', 'and', 'cable', 'splices', 'subject', 'to', 'loosening', 'of', 'bolted', 'bus', 'bar', 'connections', 'and', 'reduced', 'insulation', 'and', 'insulator', 'elevated', 'temperatures', 'in', 'the', 'local', 'areas', 'or', 'caused', 'by', 'the', 'current', 'being', 'carried', 'in', 'wet', 'or', 'corrosive']",0.0,U,U
631,U,622,ML14087A338.txt,68,466.0,"['the', 'subprograms', 'included', 'inspections', 'of', 'and', 'cables', 'within', 'the', 'scope', 'of', 'license', 'renewal', 'located', 'in', 'areas', 'conducive', 'to', 'accelerated']",0.0,U,U
636,U,1307,ML14087A338.txt,68,1221.0,"['the', 'team', 'confirmed', 'the', 'licensee', 'performed', 'baseline', 'walk', 'downs', 'and', 'inspections', 'in']",0.0,U,N
643,U,1193,ML14087A338.txt,70,958.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'performed', 'aging', 'management', 'reviews', 'of', 'the', 'electrical', 'components', 'that', 'included', 'reviews', 'for', 'the', 'aging', 'management', 'programs', 'and', 'comparison', 'to', 'the', 'guidelines', 'included', 'in', 'the', 'gall', 'revision']",0.0,U,N
644,U,1260,ML14087A338.txt,70,1193.0,"['the', 'team', 'evaluated', 'each', 'subprogram', 'individually', 'as', 'discussed']",0.0,U,U
646,U,1777,ML14087A338.txt,70,1426.0,"['engineering', 'report', 'sensitive', 'instrumentation', 'circuits', 'test', 'revision', 'demonstrated', 'the', 'licensee', 'had', 'satisfactorily', 'completed', 'evaluation', 'of', 'the', 'qualified', 'control', 'circuits', 'related', 'to', 'main', 'steam', 'isolation', 'emergency', 'feedwater', 'turbine', 'and', 'the', 'decay', 'heat', 'supply', 'to', 'the', 'makeup']",0.0,U,N
647,U,1960,ML14087A338.txt,70,1777.0,"['the', 'licensee', 'included', 'impedance', 'high', 'signals', 'including', 'nuclear', 'and', 'acoustic', 'monitoring', 'systems', 'as', 'part', 'of', 'their', 'aging', 'management']",0.0,U,U
652,U,3,ML14087A338.txt,72,0.0,[],0.0,U,U
653,U,246,ML14087A338.txt,74,0.0,"['qualified', 'inaccessible', 'cables', 'and', 'manholes', 'the', 'team', 'confirmed', 'this', 'subprogram', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'wetting', 'of', 'inaccessible', 'medium', 'and', 'low', 'voltage', 'cables', 'and', 'connections', 'located', 'in']",0.0,U,N
654,U,456,ML14087A338.txt,74,246.0,"['engineering', 'report', 'inaccessible', 'cable', 'and', 'manhole', 'revision', 'demonstrated', 'that', 'the', 'licensee', 'had', 'inspected', 'and', 'evaluated', 'the', 'condition', 'of', 'these']",0.0,U,U
660,U,1556,ML14087A338.txt,74,1364.0,"['engineering', 'report', 'and', 'connection', 'inspection', 'summary', 'revision', 'demonstrated', 'the', 'licensee', 'had', 'inspected', 'and', 'evaluated', 'the', 'condition', 'of', 'these']",0.0,U,U
661,U,1767,ML14087A338.txt,74,1556.0,"['procedure', 'prescribed', 'the', 'requirements', 'for', 'the', 'licensee', 'to', 'walk', 'down', 'the', 'plant', 'areas', 'and', 'evaluate', 'the', 'effects', 'on', 'the', 'accessible', 'portions', 'of', 'the', 'cables', 'and', 'connections', 'subject', 'to', 'aging', 'management']",0.0,U,N
664,U,2285,ML14087A338.txt,74,2090.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'met', 'commitment', 'to', 'create', 'electrical', 'aging', 'management', 'programs', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",0.0,U,N
667,U,2628,ML14087A338.txt,74,2553.0,"['the', 'licensee', 'performed', 'periodic', 'inspections', 'to', 'manage', 'the', 'effects', 'of']",0.0,U,N
668,U,3051,ML14087A338.txt,74,2628.0,"['the', 'program', 'included', 'the', 'following', 'heat', 'reactor', 'building', 'emergency', 'diesel', 'generator', 'jacket', 'cooling', 'water', 'heat', 'pump', 'lube', 'oil', 'pump', 'room', 'decay', 'heat', 'room', 'decay', 'heat', 'system', 'heat', 'electrical', 'room', 'chillers', 'and', 'control', 'room', 'chillers', 'and', 'emergency', 'feedwater', 'system', 'heat', 'and', 'chilled', 'water', 'condensers', 'and']",0.0,U,U
671,U,506,ML14087A338.txt,78,152.0,"['the', 'licensee', 'established', 'procedure', 'heat', 'exchanger', 'revision', 'that', 'listed', 'implementing', 'procedures', 'and', 'the', 'license', 'renewal', 'the', 'document', 'had', 'no', 'information', 'regarding', 'the', 'components', 'included', 'in', 'the', 'program', 'or', 'the', 'type', 'of', 'tests', 'thermal', 'performance', 'or', 'eddy', 'required', 'for', 'each', 'heat']",0.0,U,U
677,U,1596,ML14087A338.txt,78,1377.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'met', 'commitment', 'to', 'create', 'heat', 'exchanger', 'monitoring', 'program', 'aging', 'management', 'program', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",0.0,U,N
679,U,1777,ML14087A338.txt,78,1598.0,"['pressurizer', 'examinations', 'program', 'the', 'pressurizer', 'examinations', 'program', 'aging', 'management', 'program', 'managed', 'the', 'effects', 'of', 'aging', 'caused', 'by', 'cracking', 'and', 'loss', 'of']",0.0,U,N
680,U,2079,ML14087A338.txt,78,1777.0,"['the', 'program', 'managed', 'aging', 'effects', 'that', 'could', 'result', 'from', 'cracking', 'of', 'pressurizer', 'cladding', 'and', 'attachments', 'created', 'by', 'thermal', 'fatigue', 'or', 'loss', 'of', 'underlying', 'ferritic', 'steel', 'base', 'metal', 'and', 'cracking', 'of', 'the', 'heater', 'bundle', 'structural', 'welds', 'that', 'connect', 'the', 'heater', 'sheaths', 'to', 'the', 'diaphragm']",0.0,U,U
682,U,2356,ML14087A338.txt,78,2210.0,"['the', 'team', 'reviewed', 'the', 'safety', 'analysis', 'license', 'renewal', 'implementing', 'program', 'and', 'safety', 'evaluation']",0.0,U,N
683,U,2427,ML14087A338.txt,78,2356.0,"['the', 'team', 'interviewed', 'the', 'program', 'owner', 'and', 'reviewed', 'inspection']",0.0,U,U
684,U,2721,ML14087A338.txt,78,2427.0,"['the', 'team', 'determined', 'that', 'the', 'safety', 'evaluation', 'report', 'allowed', 'the', 'licensee', 'to', 'credit', 'examination', 'of', 'the', 'heater', 'plate', 'penetration', 'welds', 'inside', 'the', 'pressurizer', 'for', 'the', 'pressurizer', 'heaters', 'at', 'oconee', 'if', 'completed', 'prior', 'to', 'the', 'arkansas', 'nuclear', 'unit', 'pressurizer']",0.0,U,N
692,U,1152,ML14087A338.txt,80,846.0,"['from', 'review', 'of', 'the', 'three', 'mile', 'island', 'heater', 'bundle', 'inspection', 'the', 'team', 'confirmed', 'that', 'the', 'completed', 'examination', 'included', 'three', 'more', 'penetrant', 'surface', 'examinations', 'than', 'the', 'licensee', 'had', 'committed', 'and', 'performed', 'examinations', 'of', 'the', 'remaining', 'heater', 'plate', 'penetration']",0.0,U,N
693,U,1350,ML14087A338.txt,80,1152.0,"['the', 'examination', 'identified', 'no', 'recordable', 'indications', 'or', 'evidence', 'of', 'primary', 'water', 'stress', 'corrosion', 'cracking', 'in', 'the', 'diaphragm', 'sleeve', 'and', 'heater', 'sheath']",0.0,U,U
696,U,1886,ML14087A338.txt,80,1702.0,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'met', 'commitment', 'to', 'conduct', 'pressurizer', 'examinations', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",0.0,U,N
697,U,1888,ML14087A338.txt,80,1886.0,[],0.0,U,U
698,U,2313,ML14087A338.txt,80,1888.0,"['reactor', 'vessel', 'internals', 'program', 'the', 'reactor', 'vessel', 'internals', 'program', 'aging', 'management', 'program', 'managed', 'the', 'following', 'aging', 'stress', 'corrosion', 'cracking', 'and', 'irradiation', 'assisted', 'stress', 'corrosion', 'reduction', 'of', 'fracture', 'toughness', 'by', 'thermal', 'embrittlement', 'and', 'irradiation', 'dimensional', 'changes', 'created', 'by', 'void', 'and', 'loss', 'of', 'bolted', 'closure', 'integrity', 'because', 'of', 'stress']",0.0,U,U
699,U,2497,ML14087A338.txt,80,2313.0,"['this', 'aging', 'management', 'program', 'assured', 'that', 'the', 'aging', 'effects', 'would', 'not', 'result', 'in', 'loss', 'of', 'the', 'intended', 'functions', 'of', 'the', 'reactor', 'vessel', 'internals', 'during', 'the', 'period', 'of', 'extended']",0.0,U,N
